HFDTLT,LBLHFDTLT,GEWASGROEP,Label,CODE9,LABEL_2019_ENG,CODE9_EN
9581,Laanbomen,"Groenten, kruiden en sierplanten",Bois pâturé,BOIS_PATU,Pasture wood,WOOD_PAS
962,Kerstbomen,"Groenten, kruiden en sierplanten",Bois pâturé,BOIS_PATU,Pasture wood,WOOD_PAS
10,Bomenrijen,Houtachtige gewassen,Bois pâturé,BOIS_PATU,Pasture wood,WOOD_PAS
883,Bebossing (korte omlooptijd),Houtachtige gewassen,Bois pâturé,BOIS_PATU,Pasture wood,WOOD_PAS
8910,Bebossing loofbomen-ecologisch,Houtachtige gewassen,Bois pâturé,BOIS_PATU,Pasture wood,WOOD_PAS
8911,Bebossing loofbomen-economisch,Houtachtige gewassen,Bois pâturé,BOIS_PATU,Pasture wood,WOOD_PAS
8912,Bebossing naaldbomen,Houtachtige gewassen,Bois pâturé,BOIS_PATU,Pasture wood,WOOD_PAS
8915,Bebossing populieren,Houtachtige gewassen,Bois pâturé,BOIS_PATU,Pasture wood,WOOD_PAS
894,Bebossing met contract voor 2008,Houtachtige gewassen,Bois pâturé,BOIS_PATU,Pasture wood,WOOD_PAS
895,Bomen in groep,Houtachtige gewassen,Bois pâturé,BOIS_PATU,Pasture wood,WOOD_PAS
9560,Boomkweek - bos- en haagplanten,Houtachtige gewassen,Bois pâturé,BOIS_PATU,Pasture wood,WOOD_PAS
8532,Rode biet - industrie,"Groenten, kruiden en sierplanten",Betterave,BETTERAVE,Beet,BEET
9532,Rode biet - vers,"Groenten, kruiden en sierplanten",Betterave,BETTERAVE,Beet,BEET
91,Suikerbieten,Suikerbieten,Betterave,BETTERAVE,Beet,BEET
856,Andere kruiden -  industrie,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
860,Kervel - industrie,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
8620,Andere kolen - industrie,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
865,Bieslook - industrie,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9547,Potchrysanten,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9553,Paprika - vers,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
956,Andere kruiden - vers,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
957,Geneeskrachtige en aromatische planten en kruiden,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9570,Azalea,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9572,Bloembollen en -knollen,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9573,"Groene kamerplanten (ficus, ...)","Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9574,"Bloeiende kamerplanten (kalanchoë, ...)","Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9575,Snijplanten < 5 jaar,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9576,Snijbloemen - rozen,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9577,Snijbloemen andere dan rozen < 5 jaar,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9578,Perk- en balkonplanten,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9580,Vaste planten,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9582,Rozelaars,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9583,Bloeiende heesters,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9585,Snijplanten >= 5 jaar,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9587,Snijbloemen andere dan rozen >= 5 jaar,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9589,Niet-bloeiende heesters,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
960,Kervel - vers,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9620,Andere kolen - vers,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
965,Bieslook - vers verbruik,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
983,Engelwortel - industrie,"Groenten, kruiden en sierplanten","Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
646,Tagetes (Afrikaantje),Overige gewassen,"Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9536,Champignons (loods),Overige gewassen,"Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9565,Jongplanten voor de sierteelt,Overige gewassen,"Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9831,Bloemenmengsel,Overige gewassen,"Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
9832,Bloemenmengsel voor EAG Braak,Overige gewassen,"Plantes à parfum, aromatiques et médicinales",PLANT_PAM,Perfume aromatic medecinal plant,PAM_PLANT
4,Houtkanten en houtwallen <= 10 m breed,Houtachtige gewassen,Bordure,BORDURE,Border (field),BORDER
201,Silomaïs,Maïs,Maïs,MAIS,Maize,MAIZE
202,Korrelmaïs,Maïs,Maïs,MAIS,Maize,MAIZE
100,Niet ingezaaid akkerland,Overige gewassen,Surface temporairement non-exploitée,SURF_TNEX,No exploited surface,NO_EX_SUR
6,Begraasde niet-landbouwgrond,Overige gewassen,Surface temporairement non-exploitée,SURF_TNEX,No exploited surface,NO_EX_SUR
643,Gele mosterd,Overige gewassen,Moutarde,MOUTARDE,Mustard,MUSTARD
645,Phacelia,Overige gewassen,Biomasse,BIOMASSE,Biomass,BIOMASS
884,Miscanthus,Overige gewassen,Biomasse,BIOMASSE,Biomass,BIOMASS
647,Andere niet-vlinderbloemige groenbedekker,Overige gewassen,Légumineuses fourragères,LEGU_FOUR,Leguminous fodder,LEGU_FODD
648,Andere vlinderbloemige groenbedekker,Overige gewassen,Légumineuses fourragères,LEGU_FOUR,Leguminous fodder,LEGU_FODD
659,Mengsel van niet-vlinderbloemige groenbedekkers,Overige gewassen,Légumineuses fourragères,LEGU_FOUR,Leguminous fodder,LEGU_FODD
700,Grasklaver,Voedergewassen,Légumineuses fourragères,LEGU_FOUR,Leguminous fodder,LEGU_FODD
721,Eenjarige klaver,Voedergewassen,Légumineuses fourragères,LEGU_FOUR,Leguminous fodder,LEGU_FODD
722,Meerjarige klaver,Voedergewassen,Légumineuses fourragères,LEGU_FOUR,Leguminous fodder,LEGU_FODD
723,Rode klaver,Voedergewassen,Légumineuses fourragères,LEGU_FOUR,Leguminous fodder,LEGU_FODD
744,Mengsel van vlinderbloemigen,Voedergewassen,Légumineuses fourragères,LEGU_FOUR,Leguminous fodder,LEGU_FODD
747,Wikke,Voedergewassen,Légumineuses fourragères,LEGU_FOUR,Leguminous fodder,LEGU_FODD
656,Bladrammenas,Overige gewassen,Autres fourrages,AUTR_FOUR,Other fodder,OT_FODDER
71,Voederbieten,Voedergewassen,Autres fourrages,AUTR_FOUR,Other fodder,OT_FODDER
742,Voederwortelen,Voedergewassen,Autres fourrages,AUTR_FOUR,Other fodder,OT_FODDER
743,Andere voedergewassen,Voedergewassen,Autres fourrages,AUTR_FOUR,Other fodder,OT_FODDER
746,Voederrapen,Voedergewassen,Autres fourrages,AUTR_FOUR,Other fodder,OT_FODDER
9821,Tabak,Overige gewassen,Tabac,TABAC,tobacco,TOBACCO
9822,Hop,Overige gewassen,Houblon,HOUBLON,Hops,HOPS
45,Olievlas (geen vezelvlas),Vlas en hennep,Lin de printemps,LIN_P,Spring Flax,FLAX_S
872,Andere hennep dan vezelhennep (niet voor menselijke consumptie),Vlas en hennep,Chanvre,CHANVRE,Hemp,HEMP
922,Vezelhennep (bestemd voor vezelproductie),Vlas en hennep,Chanvre,CHANVRE,Hemp,HEMP
921,Vezelvlas (bestemd voor vezelproductie),Vlas en hennep,Lin fibres,LIN_FIBRE,Fiber Flax,FLAX_F
660,Grasluzerne,Voedergewassen,Luzerne,LUZERNE,Alfalfa,ALFALFA
731,Eenjarige luzerne,Voedergewassen,Luzerne,LUZERNE,Alfalfa,ALFALFA
732,Meerjarige luzerne,Voedergewassen,Luzerne,LUZERNE,Alfalfa,ALFALFA
897,Bos,,Surface boisée,SURF_BOIS,Woody surface,WOOD_SURF
